Nr,P1,P2,P3,P4
5039,746,575,598,597
5040,338,525,953,699
5041,571,651,924,587
5042,600,551,986,690
5043,598,376,645,597
5044,94,461,848,646
5045,269,457,599,669
5046,492,558,944,603
5047,955,559,927,721
5048,815,490,675,586
5049,568,461,821,702
5050,255,482,773,576
5051,968,524,932,707
5052,712,532,822,629
5053,638,422,737,739
5054,890,547,754,576
5055,476,417,814,695
5056,311,507,964,745
5057,364,443,921,582
5058,701,482,778,749
5059,297,434,656,592
5060,334,549,723,599
5061,330,505,571,649
5062,89,596,614,626
5063,312,477,670,737
5064,750,481,615,698
5065,892,444,831,578
5066,321,345,695,603
5067,602,543,863,628
5068,768,511,691,702
5069,917,501,778,669
5070,47,348,653,657
5071,163,442,652,674
5072,18,484,763,599
5073,516,561,915,574
5074,892,504,587,711
5075,194,520,669,655
5076,990,564,611,624
5077,356,472,677,590
5078,742,485,803,619
5079,301,350,727,656
5080,869,364,680,589
5081,962,515,659,644
5082,464,532,995,693
5083,443,540,826,695
5084,285,596,739,715
5085,746,506,922,711
5086,636,501,653,690
5087,917,480,944,676
5088,96,384,690,605
5089,358,580,892,744
5090,580,462,594,746
5091,173,569,754,704
5092,291,503,806,710
5093,383,653,652,662
5094,357,541,726,632
5095,815,496,695,683
5096,282,411,847,692
5097,309,345,706,734
5098,671,353,727,637
5099,690,367,835,657
5100,335,470,738,614
5101,165,438,977,660
5102,580,477,764,712
5103,585,569,849,735
5104,660,538,881,739
5105,223,484,870,739
5106,726,321,692,693
5107,693,420,781,749
5108,752,377,699,743
5109,682,607,977,625
5110,333,500,775,750
5111,634,581,759,719
5112,853,470,787,714
5113,302,572,862,620
5114,597,515,846,687
5115,581,329,689,745
5116,72,540,848,723
5117,545,457,833,640
5118,191,430,638,706
5119,698,483,753,699
5120,549,623,803,628
5121,911,457,824,737
5122,522,364,728,641
5123,900,569,991,670
5124,244,415,923,681
5125,774,631,750,634
5126,91,464,757,748
5127,728,535,777,700
5128,383,406,961,659
5129,254,351,945,637
5130,720,548,806,740
5131,936,471,785,642
5132,313,625,921,632
5133,313,521,971,661
5134,734,621,857,750
5135,260,534,962,654
5136,566,380,826,665
5137,558,588,753,704
5138,152,530,992,749
5139,715,554,783,719
5140,196,459,773,688
5141,985,492,933,699
5142,798,373,668,728
5143,667,404,858,748
5144,47,544,745,681
5145,191,476,920,664
5146,810,540,951,662
5147,908,532,846,700
5148,486,475,887,730
5149,458,397,987,743
5150,434,585,798,663
5151,900,307,969,679
5152,237,550,871,723
5153,426,436,700,734
5154,102,535,934,704
5155,389,459,901,665
5156,424,500,700,749
5157,33,516,945,681
5158,774,426,734,722
5159,623,582,788,666
5160,588,526,781,735
5161,773,684,762,750
5162,219,519,768,728
5163,469,424,722,718
5164,465,443,749,708
5165,326,546,926,684
5166,415,539,937,742
5167,850,574,699,689
5168,559,473,783,688
5169,88,510,889,702
5170,545,536,796,701
5171,33,494,911,706
5172,91,507,995,744
5173,155,573,869,742
5174,103,390,753,742
5175,471,473,773,734
5176,753,384,960,718
5177,882,581,886,703
5178,487,482,844,724
5179,111,428,902,732
5180,779,506,763,726
5181,202,472,929,719
5182,94,529,790,694
5183,293,461,755,709
5184,260,532,865,722
5185,538,511,824,735
5186,298,448,704,713
5187,619,490,771,732
5188,293,560,743,721
5189,265,500,922,732
5190,919,416,979,696
5191,486,484,759,724
5192,497,517,783,722
5193,368,578,937,723
5194,762,414,764,745
5195,275,687,779,695
5196,701,491,981,702
5197,169,475,725,709
5198,506,422,934,700
5199,542,549,839,739
5200,67,580,805,731
5201,703,570,879,703
5202,828,535,816,732
5203,958,482,935,727
5204,778,566,784,739
5205,646,483,896,724
5206,903,560,975,749
5207,145,443,989,710
5208,436,448,965,740
5209,457,553,875,740
5210,537,549,807,742
5211,996,502,811,712
5212,718,541,804,750
5213,761,425,943,720
5214,71,333,771,748
5215,573,540,867,733
5216,462,464,831,718
5217,864,602,824,718
5218,846,574,948,746
5219,147,500,970,722
5220,290,452,970,732
5221,685,520,888,736
5222,452,476,865,737
5223,512,664,739,728
5224,47,501,933,728
5225,315,563,957,727
5226,204,489,826,744
5227,277,414,810,731
5228,878,519,911,742
5229,898,526,814,737
5230,311,497,933,736
5231,409,564,778,750
5232,464,505,978,745
5233,496,352,775,739
5234,951,477,797,747
5235,986,479,847,748
5236,42,529,975,745
5237,131,472,900,742
5238,53,384,881,747
5239,741,534,766,747
5240,133,561,872,742
5241,274,405,830,749
5242,927,517,773,746
5243,684,495,985,747
5244,517,421,859,747
5245,604,469,900,748
5246,1000,536,887,747
5247,843,400,865,749
5248,892,541,996,748
5249,5,606,804,750
5250,846,404,940,103
5251,877,562,836,685
5252,821,487,846,564
5253,400,323,798,104
5254,345,484,873,14
5255,154,508,781,210
5256,33,588,922,137
5257,222,538,916,643
5258,324,321,945,526
5259,662,496,766,375
5260,863,545,862,186
5261,12,542,916,541
5262,257,637,843,233
5263,19,452,855,110
5264,653,537,844,679
5265,888,519,999,362
5266,622,550,827,412
5267,685,526,797,653
5268,223,595,993,21
5269,408,451,878,293
5270,365,420,906,585
5271,436,547,871,383
5272,94,563,952,571
5273,649,494,945,65
5274,477,677,777,128
5275,73,431,924,98
5276,20,594,864,61
5277,155,608,908,396
5278,82,527,811,403
5279,352,469,839,198
5280,517,491,951,698
5281,794,431,808,463
5282,607,593,851,491
5283,79,430,810,143
5284,507,491,790,555
5285,441,442,927,295
5286,501,494,875,747
5287,417,527,973,641
5288,887,537,850,632
5289,850,528,953,245
5290,743,521,958,432
5291,462,578,931,115
5292,832,539,989,706
5293,40,588,839,47
5294,834,520,952,307
5295,299,456,904,693
5296,906,589,957,636
5297,2,510,999,720
5298,280,456,957,446
5299,841,557,857,233
5300,592,536,847,554
5301,560,608,931,227
5302,617,524,847,576
5303,954,478,831,559
5304,686,401,816,537
5305,797,442,865,304
5306,898,561,807,326
5307,537,619,975,403
5308,125,415,975,167
5309,511,555,849,146
5310,148,478,860,732
5311,478,693,849,716
5312,184,452,990,183
5313,802,451,995,449
5314,754,443,958,733
5315,651,526,985,334
5316,672,555,979,523
5317,43,524,978,608
5318,889,377,972,694
5319,412,654,934,541
5320,698,441,959,500
5321,167,592,987,718
5322,85,525,961,543
5323,382,467,889,748
5324,829,418,940,117
5325,391,560,912,127
5326,796,370,870,404
5327,638,461,973,263
5328,950,612,911,383
5329,292,404,871,502
5330,325,508,891,239
5331,845,413,964,299
5332,964,544,941,748
5333,360,499,925,88
5334,813,531,895,536
5335,242,543,924,426
5336,543,529,967,552
5337,23,684,873,236
5338,83,504,959,278
5339,883,464,953,692
5340,475,545,933,507
5341,415,490,931,728
5342,985,498,881,389
5343,967,458,872,361
5344,833,536,946,337
5345,83,323,902,350
5346,582,491,936,286
5347,639,428,885,723
5348,87,642,876,547
5349,183,434,994,353
5350,924,569,904,285
5351,152,427,879,433
5352,492,380,866,125
5353,670,598,872,417
5354,395,504,989,662
5355,881,313,855,744
5356,573,524,984,230
5357,446,650,983,210
5358,604,542,964,505
5359,257,526,882,339
5360,300,469,886,666
5361,416,523,894,279
5362,594,360,897,506
5363,337,425,973,129
5364,567,557,866,469
5365,931,552,896,145
5366,690,487,988,496
5367,387,476,986,578
5368,960,455,940,276
5369,155,490,962,434
5370,646,500,939,432
5371,551,483,871,526
5372,377,394,944,669
5373,473,481,887,681
5374,903,472,921,631
5375,413,466,968,526
5376,956,388,959,439
5377,182,413,877,702
5378,654,538,878,672
5379,2,612,938,436
5380,968,632,920,425
5381,354,484,899,361
5382,107,531,886,687
5383,595,553,979,358
5384,750,489,910,394
5385,943,556,899,690
5386,804,511,937,147
5387,498,599,904,210
5388,510,423,915,279
5389,902,528,961,492
5390,123,448,981,321
5391,811,464,1000,629
5392,853,585,989,546
5393,364,567,920,563
5394,93,430,911,550
5395,101,460,991,224
5396,161,496,902,181
5397,649,544,939,554
5398,479,577,920,417
5399,796,427,952,176
5400,550,503,925,248
5401,237,447,938,293
5402,712,441,964,642
5403,75,493,944,213
5404,991,435,970,530
5405,625,468,976,402
5406,560,451,986,276
5407,999,518,918,164
5408,310,566,924,231
5409,378,604,925,648
5410,659,507,992,741
5411,628,520,910,601
5412,213,467,993,350
5413,606,509,994,348
5414,900,336,915,370
5415,948,514,957,380
5416,188,558,957,324
5417,474,560,994,222
5418,441,579,922,464
5419,433,434,949,298
5420,121,566,945,622
5421,373,531,928,562
5422,572,412,995,413
5423,253,436,979,299
5424,721,485,981,408
5425,833,416,929,261
5426,966,537,938,592
5427,198,590,955,534
5428,407,459,972,610
5429,303,496,973,652
5430,912,508,996,275
5431,613,349,945,328
5432,137,569,985,437
5433,466,456,939,673
5434,958,626,987,748
5435,781,531,988,195
5436,759,688,966,188
5437,864,584,937,335
5438,32,519,947,485
5439,476,529,988,375
5440,882,572,993,469
5441,193,482,978,500
5442,508,621,994,721
5443,605,343,978,528
5444,898,698,948,426
5445,821,361,958,484
5446,868,499,967,632
5447,213,433,968,546
5448,777,486,956,544
5449,716,468,983,536
5450,604,515,976,453
5451,378,515,986,636
5452,476,552,980,603
5453,225,581,998,750
5454,715,513,989,364
5455,944,462,966,734
5456,316,409,969,423
5457,855,493,994,671
5458,732,403,1000,313
5459,367,493,992,404
5460,484,566,961,437
5461,503,453,988,250
5462,481,389,997,260
5463,395,415,990,667
5464,909,654,985,406
5465,380,435,997,514
5466,902,530,967,596
5467,743,436,994,709
5468,83,601,972,567
5469,207,485,990,302
5470,133,496,990,274
5471,405,416,971,354
5472,97,462,979,740
5473,137,514,988,505
5474,692,496,990,487
5475,732,373,982,417
5476,22,400,981,443
5477,249,445,982,554
5478,60,542,985,685
5479,982,549,992,466
5480,22,554,989,642
5481,402,678,997,584
5482,168,497,993,462
5483,591,389,990,271
5484,44,480,993,304
5485,679,507,1000,605
5486,309,546,1000,740
5487,16,486,997,315
5488,690,532,1000,598
5489,670,376,993,663
5490,756,516,993,513
5491,661,454,998,745
5492,957,447,992,504
5493,336,564,996,669
5494,947,474,996,521
5495,33,470,998,641
5496,817,557,1000,614
5497,297,402,997,705
5498,445,379,1000,696
5499,988,518,1000,682
5500,259,539,1000,398
5501,914,472,769,691
5502,989,486,670,549
5503,638,619,938,696
5504,281,526,680,576
5505,710,640,963,584
5506,885,537,723,443
5507,286,545,585,410
5508,495,406,881,353
5509,289,475,524,491
5510,639,474,752,299
5511,490,664,575,638
5512,481,493,841,397
5513,106,593,771,491
5514,254,523,653,444
5515,230,582,565,468
5516,741,577,703,415
5517,152,444,941,413
5518,802,371,592,661
5519,975,634,814,689
5520,122,677,836,460
5521,852,533,797,750
5522,979,317,963,496
5523,338,679,591,318
5524,894,435,554,565
5525,272,588,938,709
5526,101,495,972,633
5527,929,586,882,576
5528,222,602,933,539
5529,3,511,772,656
5530,658,362,906,384
5531,948,457,617,464
5532,654,501,819,479
5533,956,478,674,553
5534,857,493,942,390
5535,55,554,643,613
5536,373,541,644,383
5537,656,493,573,743
5538,789,573,612,360
5539,45,527,798,496
5540,387,452,632,717
5541,523,552,870,393
5542,773,515,800,358
5543,908,509,562,672
5544,545,369,719,296
5545,62,472,597,575
5546,144,473,568,590
5547,930,511,885,694
5548,244,526,610,374
5549,850,546,798,505
5550,279,605,982,411
5551,570,367,966,630
5552,953,377,916,341
5553,688,388,940,536
5554,894,449,1000,503
5555,7,554,648,587
5556,237,534,704,329
5557,322,432,925,381
5558,768,501,743,714
5559,411,425,934,674
5560,798,430,567,659
5561,691,579,913,558
5562,824,451,649,720
5563,168,480,671,649
5564,141,444,680,441
5565,739,442,578,446
5566,195,472,571,396
5567,550,548,739,592
5568,889,470,751,369
5569,463,466,782,601
5570,246,564,671,466
5571,546,511,844,570
5572,417,427,853,478
5573,995,444,929,631
5574,761,502,672,684
5575,893,496,597,389
5576,457,531,722,648
5577,219,544,622,749
5578,447,526,852,571
5579,632,518,759,346
5580,542,529,640,696
5581,618,477,727,450
5582,654,525,824,701
5583,897,573,934,580
5584,675,639,819,617
5585,803,522,776,483
5586,778,551,981,486
5587,17,490,727,571
5588,420,474,865,701
5589,449,476,612,572
5590,70,585,881,598
5591,415,375,948,449
5592,678,582,684,535
5593,149,488,929,494
5594,730,376,960,674
5595,256,578,759,528
5596,775,370,760,411
5597,67,489,829,677
5598,989,428,628,477
5599,262,498,856,538
5600,130,378,626,740
5601,109,505,939,412
5602,585,459,619,632
5603,608,459,978,580
5604,698,538,737,504
5605,747,584,956,394
5606,425,431,707,743
5607,387,360,680,638
5608,592,428,700,703
5609,564,502,713,650
5610,509,486,984,365
5611,662,621,610,425
5612,741,466,977,611
5613,29,512,919,644
5614,124,494,777,673
5615,764,436,793,591
5616,264,477,695,511
5617,33,451,757,414
5618,164,467,847,567
5619,98,405,916,673
5620,233,407,824,749
5621,218,490,847,519
5622,934,544,854,547
5623,400,441,803,416
5624,858,488,831,748
5625,201,540,708,707
5626,200,499,910,566
5627,89,533,906,682
5628,729,452,708,661
5629,371,535,761,623
5630,319,351,925,410
5631,67,461,680,563
5632,646,225,828,438
5633,71,455,746,658
5634,225,451,822,708
5635,96,576,793,711
5636,730,411,796,663
5637,598,629,708,628
5638,736,509,953,614
5639,662,542,920,532
5640,975,478,941,469
5641,678,548,995,576
5642,84,505,692,490
5643,61,390,674,568
5644,121,410,910,713
5645,735,497,810,476
5646,858,420,667,433
5647,297,496,945,523
5648,773,372,964,736
5649,555,535,942,454
5650,570,447,978,700
5651,252,554,906,511
5652,946,540,704,608
5653,710,457,933,659
5654,848,533,803,705
5655,526,568,731,711
5656,839,493,855,650
5657,390,635,669,456
5658,895,573,950,421
5659,266,506,746,451
5660,468,481,699,418
5661,170,649,801,553
5662,180,418,788,645
5663,309,522,710,528
5664,949,450,744,653
5665,569,574,710,478
5666,530,513,986,491
5667,937,560,881,553
5668,643,501,755,504
5669,177,434,994,744
5670,703,591,793,626
5671,620,510,894,641
5672,62,529,807,534
5673,553,511,961,430
5674,245,505,696,513
5675,164,397,795,703
5676,444,432,720,618
5677,54,434,730,647
5678,947,489,809,671
5679,803,528,771,613
5680,164,539,869,519
5681,261,547,695,707
5682,479,496,717,556
5683,899,491,895,628
5684,673,596,914,687
5685,674,499,872,511
5686,875,559,907,521
5687,74,479,968,672
5688,535,553,976,674
5689,921,536,828,662
5690,345,388,689,618
5691,814,520,747,674
5692,187,500,867,468
5693,794,492,893,539
5694,558,403,936,623
5695,786,553,817,490
5696,474,448,926,597
5697,73,514,830,652
5698,908,689,746,709
5699,389,593,736,572
5700,690,472,871,715
5701,208,411,907,530
5702,504,471,714,554
5703,342,528,930,611
5704,760,525,814,743
5705,654,415,910,689
5706,554,384,990,735
5707,428,443,727,615
5708,507,470,990,702
5709,821,577,797,625
5710,600,419,754,632
5711,881,522,972,660
5712,396,427,793,472
5713,382,411,731,545
5714,565,470,900,737
5715,263,481,976,566
5716,991,532,993,646
5717,939,501,960,494
5718,904,553,778,601
5719,123,365,752,494
5720,417,574,997,504
5721,850,648,938,498
5722,242,575,876,603
5723,142,521,910,659
5724,485,542,752,610
5725,357,438,832,746
5726,746,479,829,505
5727,986,596,950,733
5728,790,504,755,632
5729,47,449,797,494
5730,167,467,932,497
5731,555,703,778,722
5732,989,496,781,598
5733,37,589,893,746
5734,871,564,798,659
5735,881,617,903,678
5736,703,469,770,671
5737,235,541,839,537
5738,469,463,819,721
5739,513,504,933,587
5740,945,455,876,682
5741,480,452,883,606
5742,590,415,864,668
5743,780,584,835,732
5744,763,540,853,696
5745,369,461,997,738
5746,170,451,977,535
5747,18,516,862,563
5748,809,537,951,534
5749,68,597,801,564
5750,169,486,813,560
5751,465,566,806,588
5752,912,510,752,744
5753,517,470,930,589
5754,979,511,859,638
5755,241,419,919,540
5756,302,404,913,675
5757,970,486,785,636
5758,921,429,910,611
5759,573,457,845,559
5760,62,542,842,700
5761,958,516,965,583
5762,115,583,942,710
5763,150,422,940,540
5764,519,420,970,588
5765,420,420,918,684
5766,724,622,954,565
5767,316,455,908,551
5768,775,490,834,731
5769,898,362,889,681
5770,16,549,772,581
5771,608,552,825,538
5772,295,635,998,641
5773,431,525,936,647
5774,949,575,987,716
5775,10,458,994,653
5776,481,524,923,574
5777,14,540,862,738
5778,32,564,959,658
5779,176,496,782,598
5780,486,428,857,714
5781,264,660,987,743
5782,998,486,802,578
5783,786,482,854,547
5784,55,358,843,586
5785,242,531,967,748
5786,444,552,864,664
5787,143,440,791,694
5788,94,550,793,702
5789,217,572,902,715
5790,958,465,843,694
5791,118,541,839,725
5792,765,556,880,704
5793,519,379,850,583
5794,414,390,893,691
5795,519,659,931,620
5796,362,492,883,659
5797,550,463,904,604
5798,56,526,927,730
5799,44,531,989,663
5800,889,571,997,556
5801,412,611,974,636
5802,702,414,961,744
5803,13,530,805,721
5804,291,483,818,727
5805,621,516,990,707
5806,916,599,949,654
5807,204,452,990,639
5808,524,418,951,677
5809,831,410,999,604
5810,262,381,966,617
5811,232,361,884,582
5812,199,559,844,627
5813,533,524,851,646
5814,829,442,958,749
5815,85,362,944,605
5816,390,571,945,645
5817,258,486,881,596
5818,55,546,909,604
5819,625,406,983,662
5820,265,379,970,647
5821,871,458,967,589
5822,509,535,913,691
5823,93,445,876,635
5824,644,490,865,747
5825,197,614,857,629
5826,683,503,929,739
5827,905,471,837,577
5828,195,344,836,599
5829,343,669,1000,592
5830,62,494,939,688
5831,333,568,884,674
5832,3,469,926,737
5833,772,431,878,730
5834,679,551,984,750
5835,967,464,934,625
5836,429,512,996,681
5837,392,492,849,727
5838,133,362,849,701
5839,227,353,992,686
5840,709,494,966,703
5841,675,478,940,638
5842,572,417,862,674
5843,552,631,998,687
5844,561,314,964,649
5845,85,469,928,741
5846,462,452,853,678
5847,347,522,899,714
5848,113,475,929,704
5849,900,443,853,599
5850,52,482,867,709
5851,159,485,910,679
5852,853,467,909,633
5853,866,541,870,701
5854,318,523,964,604
5855,97,429,962,742
5856,925,356,994,620
5857,959,524,981,634
5858,847,385,922,710
5859,960,435,872,714
5860,32,557,996,675
5861,970,537,931,714
5862,528,525,970,657
5863,116,636,938,705
5864,404,589,925,696
5865,514,524,973,749
5866,161,625,990,636
5867,729,602,917,647
5868,768,509,933,659
5869,573,559,910,716
5870,92,432,988,673
5871,536,453,986,688
5872,39,439,958,697
5873,625,469,921,735
5874,755,291,896,699
5875,19,443,959,739
5876,489,513,910,720
5877,993,525,939,741
5878,577,499,966,721
5879,465,432,988,688
5880,479,518,931,651
5881,46,500,944,666
5882,36,491,964,703
5883,118,479,934,693
5884,452,521,897,750
5885,514,440,932,639
5886,795,561,912,705
5887,347,462,993,691
5888,779,462,956,719
5889,276,430,950,732
5890,745,460,971,735
5891,518,535,987,662
5892,223,437,918,672
5893,635,560,892,745
5894,463,274,948,657
5895,42,578,957,743
5896,226,534,929,670
5897,280,509,903,687
5898,86,573,898,741
5899,902,526,959,708
5900,985,397,953,731
5901,827,402,911,681
5902,828,636,983,667
5903,791,652,997,667
5904,282,605,980,657
5905,106,628,907,668
5906,407,508,936,679
5907,920,561,985,709
5908,322,451,955,666
5909,104,510,973,712
5910,483,381,913,700
5911,417,504,972,665
5912,445,598,970,713
5913,805,506,988,697
5914,763,533,927,740
5915,234,493,991,745
5916,398,549,919,726
5917,978,499,952,684
5918,840,431,935,714
5919,412,473,976,685
5920,35,569,994,685
5921,370,404,920,702
5922,977,442,940,719
5923,606,517,973,724
5924,690,527,998,719
5925,613,547,925,720
5926,981,494,954,747
5927,771,373,982,710
5928,224,569,962,697
5929,628,455,992,743
5930,34,457,950,720
5931,18,591,972,713
5932,684,440,981,696
5933,246,611,954,703
5934,868,458,953,733
5935,717,508,996,719
5936,815,673,998,686
5937,266,563,986,749
5938,909,578,991,688
5939,91,531,983,743
5940,191,601,947,701
5941,191,511,998,726
5942,133,448,975,711
5943,684,410,947,710
5944,573,460,982,749
5945,451,529,949,712
5946,179,517,972,749
5947,296,403,999,702
5948,201,537,981,715
5949,989,500,948,709
5950,908,469,960,734
5951,198,542,983,745
5952,138,471,970,740
5953,722,487,966,709
5954,12,429,953,736
5955,715,614,966,710
5956,426,673,979,707
5957,529,502,958,712
5958,437,507,996,716
5959,523,495,963,729
5960,805,397,977,747
5961,100,365,964,724
5962,391,439,981,738
5963,363,542,976,722
5964,948,444,975,737
5965,194,406,986,732
5966,430,454,967,729
5967,210,403,989,733
5968,706,551,990,732
5969,603,538,969,736
5970,654,567,973,748
5971,307,391,1000,740
5972,635,536,976,725
5973,363,516,995,724
5974,381,546,974,736
5975,924,456,978,747
5976,179,566,997,748
5977,619,555,985,730
5978,712,474,986,744
5979,106,578,998,745
5980,221,414,996,732
5981,817,460,991,748
5982,336,659,994,734
5983,184,481,998,737
5984,363,522,993,734
5985,816,326,998,745
5986,536,358,996,747
5987,316,574,999,745
5988,233,510,991,743
5989,890,469,989,740
5990,812,427,997,748
5991,876,435,994,745
5992,294,617,1000,749
5993,530,401,998,747
5994,764,370,1000,748
5995,60,500,995,748
5996,148,591,997,746
5997,402,445,996,747
5998,861,477,1000,750
5999,701,412,1000,750
6000,53,569,1000,124
6001,837,527,925,175
6002,523,598,622,442
6003,924,386,757,728
6004,469,513,921,234
6005,721,476,572,579
6006,491,356,909,670
6007,898,516,742,682
6008,733,433,789,506
6009,738,400,638,609
6010,814,595,740,504
6011,688,536,825,483
6012,602,452,598,40
6013,491,446,937,723
6014,911,540,783,287
6015,905,463,918,330
6016,279,456,907,364
6017,142,381,882,198
6018,56,524,558,626
6019,623,532,970,525
6020,719,433,733,287
6021,868,525,743,189
6022,342,579,909,232
6023,815,491,932,477
6024,466,586,990,189
6025,613,403,730,480
6026,645,496,701,594
6027,391,612,567,81
6028,996,582,796,379
6029,313,499,666,325
6030,343,579,720,426
6031,766,456,762,41
6032,571,544,965,237
6033,44,347,558,432
6034,613,447,740,221
6035,771,434,763,410
6036,905,421,675,57
6037,267,387,668,571
6038,894,440,590,373
6039,638,503,625,270
6040,506,558,674,722
6041,720,409,544,550
6042,747,433,690,399
6043,733,508,679,541
6044,452,595,905,476
6045,267,470,612,332
6046,692,365,874,337
6047,692,534,802,159
6048,456,432,905,310
6049,450,624,724,623
6050,753,490,559,271
6051,614,485,640,191
6052,541,540,586,532
6053,334,439,998,213
6054,407,678,761,489
6055,28,631,729,417
6056,315,603,665,530
6057,715,539,938,368
6058,327,498,987,195
6059,387,425,641,193
6060,853,487,936,142
6061,678,533,618,681
6062,833,470,717,334
6063,985,509,672,511
6064,429,544,1000,489
6065,21,667,636,506
6066,215,599,723,348
6067,290,508,895,684
6068,916,520,624,82
6069,59,360,617,677
6070,200,587,572,78
6071,873,478,764,692
6072,470,550,704,493
6073,900,580,788,169
6074,628,636,685,735
6075,312,421,684,148
6076,272,557,882,601
6077,350,626,685,665
6078,84,544,996,177
6079,652,559,611,497
6080,433,567,959,90
6081,246,461,629,503
6082,587,512,771,711
6083,295,471,755,341
6084,895,497,825,314
6085,136,551,686,357
6086,661,488,922,506
6087,453,483,690,150
6088,79,488,910,95
6089,937,483,915,405
6090,71,508,770,384
6091,646,450,655,628
6092,281,488,796,209
6093,398,478,802,208
6094,260,569,615,602
6095,54,504,979,308
6096,336,637,958,410
6097,922,428,677,588
6098,42,501,649,360
6099,930,706,733,292
6100,858,285,881,370
6101,621,619,816,117
6102,455,473,720,528
6103,703,497,994,118
6104,450,490,756,600
6105,225,474,674,429
6106,713,514,997,645
6107,825,400,976,625
6108,638,421,692,230
6109,864,524,708,475
6110,154,449,923,168
6111,909,626,614,724
6112,923,373,771,121
6113,549,447,769,508
6114,643,566,918,226
6115,216,572,951,198
6116,263,479,701,218
6117,635,505,676,232
6118,418,474,656,207
6119,79,461,854,636
6120,518,436,933,591
6121,431,549,674,598
6122,518,415,693,160
6123,420,598,804,728
6124,854,496,881,524
6125,621,531,952,461
6126,973,545,639,379
6127,142,382,951,156
6128,878,564,688,559
6129,129,516,964,195
6130,706,635,941,413
6131,786,546,734,384
6132,337,557,968,699
6133,596,414,719,206
6134,649,438,926,436
6135,517,501,974,352
6136,522,407,924,192
6137,690,488,727,155
6138,944,397,875,218
6139,204,421,871,284
6140,135,514,993,553
6141,66,456,703,326
6142,206,522,648,331
6143,82,556,842,671
6144,281,409,671,734
6145,885,635,686,648
6146,740,445,820,633
6147,242,504,787,445
6148,402,589,662,494
6149,486,461,956,723
6150,285,474,676,275
6151,992,619,865,234
6152,436,527,996,236
6153,959,507,765,266
6154,354,497,804,447
6155,938,472,851,302
6156,209,477,661,375
6157,87,530,687,525
6158,438,475,662,750
6159,506,396,966,413
6160,105,484,824,664
6161,378,570,712,161
6162,444,520,759,678
6163,494,627,911,521
6164,325,503,731,290
6165,658,414,864,624
6166,477,586,941,408
6167,172,438,985,180
6168,660,555,860,427
6169,30,524,748,559
6170,732,531,714,600
6171,375,569,905,356
6172,529,371,907,739
6173,826,514,686,618
6174,603,473,673,523
6175,29,509,877,462
6176,213,579,997,382
6177,545,511,703,250
6178,279,549,982,617
6179,565,541,851,471
6180,594,485,980,573
6181,670,521,946,312
6182,47,555,866,534
6183,674,551,854,282
6184,454,487,888,383
6185,709,519,965,212
6186,227,521,874,324
6187,992,516,693,438
6188,354,579,765,457
6189,721,542,894,370
6190,182,519,706,220
6191,348,545,946,294
6192,369,530,881,663
6193,137,496,897,252
6194,99,488,985,480
6195,369,624,774,390
6196,531,628,930,559
6197,666,509,977,203
6198,346,542,986,353
6199,411,461,880,688
6200,639,486,728,565
6201,653,491,911,326
6202,3,431,874,285
6203,950,435,965,564
6204,208,452,979,605
6205,336,517,751,267
6206,836,581,968,718
6207,826,378,777,516
6208,739,431,890,562
6209,79,364,965,287
6210,350,403,854,344
6211,970,633,712,328
6212,130,401,718,519
6213,777,426,738,741
6214,797,448,834,550
6215,547,562,812,567
6216,38,451,876,699
6217,360,512,826,621
6218,913,498,997,374
6219,761,558,757,408
6220,223,499,761,715
6221,477,520,738,742
6222,988,538,730,709
6223,928,526,959,689
6224,411,432,888,535
6225,229,563,972,263
6226,343,549,770,477
6227,799,460,835,662
6228,18,452,743,308
6229,73,422,982,313
6230,634,431,736,357
6231,537,528,975,283
6232,183,493,935,563
6233,834,614,788,621
6234,485,416,776,485
6235,192,631,984,246
6236,855,450,991,594
6237,88,537,898,610
6238,844,572,789,306
6239,4,496,805,622
6240,404,566,791,615
6241,53,525,973,497
6242,81,376,967,256
6243,357,293,842,722
6244,60,503,812,640
6245,536,514,982,378
6246,325,528,879,725
6247,776,512,834,310
6248,768,582,950,444
6249,394,684,870,705
6250,727,525,918,613
6251,889,691,915,701
6252,482,630,930,454
6253,437,392,863,656
6254,348,501,827,314
6255,920,522,857,728
6256,695,557,806,295
6257,710,528,817,433
6258,161,582,915,311
6259,884,478,881,698
6260,72,505,882,442
6261,581,422,863,358
6262,199,459,856,459
6263,338,526,815,723
6264,363,463,773,577
6265,152,459,909,354
6266,247,540,800,643
6267,214,557,906,301
6268,382,423,842,379
6269,88,535,782,413
6270,590,416,912,650
6271,35,535,817,411
6272,739,452,825,517
6273,47,475,919,398
6274,240,561,932,300
6275,503,573,790,676
6276,184,622,848,364
6277,600,467,926,312
6278,748,402,844,290
6279,315,341,828,450
6280,871,472,964,475
6281,656,555,853,530
6282,190,553,928,589
6283,820,409,957,503
6284,585,481,911,461
6285,151,519,891,542
6286,150,594,923,699
6287,27,487,834,726
6288,998,669,932,574
6289,998,531,894,427
6290,570,452,830,374
6291,333,432,961,383
6292,317,508,901,352
6293,51,573,850,376
6294,138,473,881,595
6295,256,581,868,697
6296,250,478,957,712
6297,177,623,903,422
6298,492,430,830,526
6299,433,565,925,446
6300,109,466,837,316
6301,329,440,954,358
6302,880,554,815,519
6303,68,525,904,715
6304,975,385,882,671
6305,906,581,868,586
6306,92,527,885,441
6307,80,415,895,614
